catalog_id,title,region,edition,family_key,provisional_work_key,content_type,role,target_field,proposed_company,proposed_company_slug,source_names,company_resolution,current_company,recommended_action,confidence,safe_for_catalog_import,evidence_scope,source_count,sources,source_grades,source_urls,evidence_summary,guardrail
ps4-injustice-2,Injustice 2,PAL España,standard,injustice 2,injustice 2,GAME_OR_UNKNOWN,DEVELOPER,developer,NetherRealm Studios,netherrealm-studios,NetherRealm Studios,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP1018-CUSA05459_00-INJUSTICE2000000 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/627270 | https://www.wikidata.org/wiki/Q24717189 | https://gamesdb.launchbox-app.com/games/details/149753,"Developed by NetherRealm Studios | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-marvel-avengers,Marvel Avengers,PAL España,standard,marvel avengers,marvel avengers,GAME_OR_UNKNOWN,DEVELOPER,developer,Crystal Dynamics,crystal-dynamics,Crystal Dynamics,EXACT_NAME_OR_ALIAS,TT Games,REPLACE_OR_ADD_VERIFIED,VERY_HIGH,YES,EXACT_PHYSICAL_EDITION | GAME_WORK,2,CRYSTAL_DYNAMICS_OFFICIAL_PROJECT | PRICECHARTING_EXACT_PAL_PAGE,A_PRIMARY_EXACT | B_EXACT_PHYSICAL,https://www.crystaldynamics.com/projects/marvels-avengers/ | https://www.pricecharting.com/game/pal-playstation-4/marvel-avengers,"Marvel's Avengers figura en la cartera oficial de Crystal Dynamics con fecha y plataformas, incluida PlayStation 4. | La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-marvel-avengers-deluxe-edition,Marvel Avengers [Deluxe Edition],PAL España,standard,marvel avengers,marvel avengers,EDITION_VARIANT,DEVELOPER,developer,Crystal Dynamics,crystal-dynamics,Crystal Dynamics,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,GAME_WORK,1,CRYSTAL_DYNAMICS_OFFICIAL_PROJECT,A_PRIMARY_EXACT,https://www.crystaldynamics.com/projects/marvels-avengers/,"Marvel's Avengers figura en la cartera oficial de Crystal Dynamics con fecha y plataformas, incluida PlayStation 4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-marvel-avengers-earth%27s-mightiest-edition,Marvel Avengers [Earth's Mightiest Edition],PAL España,standard,marvel avengers,marvel avengers,GAME_OR_UNKNOWN,DEVELOPER,developer,Crystal Dynamics,crystal-dynamics,Crystal Dynamics,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,GAME_WORK,1,CRYSTAL_DYNAMICS_OFFICIAL_PROJECT,A_PRIMARY_EXACT,https://www.crystaldynamics.com/projects/marvels-avengers/,"Marvel's Avengers figura en la cartera oficial de Crystal Dynamics con fecha y plataformas, incluida PlayStation 4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-marvel-avengers-steelbook-edition,Marvel Avengers [Steelbook Edition],PAL España,standard,marvel avengers,marvel avengers,EDITION_VARIANT,DEVELOPER,developer,Crystal Dynamics,crystal-dynamics,Crystal Dynamics,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,GAME_WORK,1,CRYSTAL_DYNAMICS_OFFICIAL_PROJECT,A_PRIMARY_EXACT,https://www.crystaldynamics.com/projects/marvels-avengers/,"Marvel's Avengers figura en la cartera oficial de Crystal Dynamics con fecha y plataformas, incluida PlayStation 4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-memorrha,Memorrha,PAL España,standard,memorrha,memorrha,GAME_OR_UNKNOWN,DEVELOPER,developer,Korion Interactive,korion-interactive,Korion Interactive GmbH,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_EXACT_PRODUCT_CREDIT,https://store.playstation.com/es-es/product/EP3024-CUSA43764_00-MEMORRHAPS4EUROP,Developed by Korion Interactive GmbH,No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-metro-redux,Metro Redux,PAL España,standard,metro redux,metro redux,GAME_OR_UNKNOWN,DEVELOPER,developer,4A Games,4a-games,4A Games,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | WIKIDATA,A_OFFICIAL_EXACT_PRODUCT_CREDIT | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4062-CUSA00593_00-MCOMPLREDUXDISC1 | https://www.wikidata.org/wiki/Q19906377 | https://gamesdb.launchbox-app.com/games/details/21405,Developed by 4A Games | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-monster-jam-steel-titans,Monster Jam: Steel Titans,PAL España,standard,monster jam steel titans,monster jam steel titans,GAME_OR_UNKNOWN,DEVELOPER,developer,Rainbow Studios,rainbow-studios,Rainbow Studios,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIPEDIA_PS4_LIST,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4389-CUSA13260_00-MONSTERJAM1EU000 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/824280 | https://gamesdb.launchbox-app.com/games/details/212671,"Developed by Rainbow Studios | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-moto-racer-4,Moto Racer 4,PAL España,standard,moto racer 4,moto racer 4,GAME_OR_UNKNOWN,DEVELOPER,developer,Artefacts Studio,artefacts-studio,Artefacts Studio,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIPEDIA_PS4_LIST,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE,https://store.playstation.com/es-es/product/EP4295-CUSA05029_00-AI201610MR400001 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/417430,"Developed by Artefacts Studio | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-motogp-18,MotoGP 18,PAL España,standard,motogp 18,motogp 18,GAME_OR_UNKNOWN,DEVELOPER,developer,Milestone srl,milestone-srl,Milestone SRL | Milestone srl,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK_OR_PS4_RELEASE,2,PLAYSTATION_STORE_EXPLICIT_CREDIT | WIKIPEDIA_PS4_LIST,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_PS4_RELEASE,https://store.playstation.com/es-es/product/EP4356-CUSA09842_00-MOTOGP18FULLGAME | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),Developed by Milestone SRL All rights reserved | La lista específica de PS4 atribuye el desarrollo a esta compañía.,No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-mountain-rescue-simulator,Mountain Rescue Simulator,PAL España,standard,mountain rescue simulator,mountain rescue simulator,GAME_OR_UNKNOWN,DEVELOPER,developer,UIG Entertainment,uig-entertainment,UIG Entertainment,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_EXACT_PRODUCT_CREDIT,https://store.playstation.com/es-es/product/EP8935-CUSA15214_00-MOUNTAINRESPS4EU,Developed by UIG Entertainment,No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-mx-vs-atv-all-out,MX vs. ATV All Out,PAL España,standard,mx vs atv all out,mx vs atv all out,GAME_OR_UNKNOWN,DEVELOPER,developer,Rainbow Studios,rainbow-studios,Rainbow Studios,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK | GAME_WORK_OR_PS4_RELEASE,4,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4389-CUSA06877_00-MXVSATVNEXTEU001 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/520940 | https://www.wikidata.org/wiki/Q124068175,"Developed by Rainbow Studios | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-my-life-riding-stables-3,My Life: Riding Stables 3,PAL España,standard,my life riding stables 3,my life riding stables 3,GAME_OR_UNKNOWN,DEVELOPER,developer,Korion Interactive,korion-interactive,Korion Interactive GmbH | Korion Interactive,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK,2,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM,https://store.playstation.com/es-es/product/EP3024-CUSA33990_00-RIDINGSTABLES3EU | https://store.steampowered.com/app/1962150,"Developed by Korion Interactive GmbH | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-my-little-riding-champion,My Little Riding Champion,PAL España,standard,my little riding champion,my little riding champion,GAME_OR_UNKNOWN,DEVELOPER,developer,Caipirinha Games,caipirinha-games,Caipirinha Games,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4008-CUSA13577_00-MLRCSIEE00000000 | https://store.steampowered.com/app/789900 | https://www.wikidata.org/wiki/Q122379708 | https://gamesdb.launchbox-app.com/games/details/476463,"Developed by Caipirinha Games | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-one-piece-world-seeker,One Piece World Seeker,PAL España,standard,one piece world seeker,one piece world seeker,GAME_OR_UNKNOWN,DEVELOPER,developer,Ganbarion,ganbarion,Ganbarion | GANBARION Co Ltd.,EXACT_NAME_OR_ALIAS,Namco Bandai Entertainment,REPLACE_OR_ADD_VERIFIED,VERY_HIGH,YES,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,5,GANBARION_OFFICIAL_WORKS | LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_PRIMARY_EXACT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.ganbarion.co.jp/en/ | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/755500 | https://www.wikidata.org/wiki/Q47474014 | https://gamesdb.launchbox-app.com/games/details/190238,"La web oficial de Ganbarion identifica a GANBARION Co., Ltd. como desarrolladora de ONE PIECE WORLD SEEKER para PS4. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-pillars-of-eternity-complete-edition,Pillars of Eternity Complete Edition,PAL España,standard,pillars of eternity complete edition,pillars of eternity,EDITION_VARIANT,DEVELOPER,developer,Obsidian Entertainment,obsidian-entertainment,Obsidian Entertainment Inc,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_EXACT_PRODUCT_CREDIT,https://store.playstation.com/es-es/product/EP4139-CUSA06880_00-PILLARSPS4MAIN00,Developed by Obsidian Entertainment Inc Published by Paradox Interactive AB,No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-professional-farmer-2017,Professional Farmer 2017,PAL España,standard,professional farmer 2017,professional farmer 2017,GAME_OR_UNKNOWN,DEVELOPER,developer,Visual Imagination Software,visual-imagination-software,Visual Imagination Software,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_EXACT_PRODUCT_CREDIT,https://store.playstation.com/es-es/product/EP8935-CUSA04690_00-FARM17PS4EU00000,developed by Visual Imagination Software,No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-professional-farmer-american-dream,Professional Farmer: American Dream,PAL España,standard,professional farmer american dream,professional farmer american dream,GAME_OR_UNKNOWN,DEVELOPER,developer,UIG Entertainment,uig-entertainment,UIG Entertainment,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_EXACT_PRODUCT_CREDIT,https://store.playstation.com/es-es/product/EP8935-CUSA09298_00-FARMAMERICAPS4EU,Developed by UIG Entertainment,No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-ride-2,Ride 2,PAL España,standard,ride 2,ride 2,GAME_OR_UNKNOWN,DEVELOPER,developer,Milestone srl,milestone-srl,Milestone SRL | Milestone srl,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK_OR_PS4_RELEASE,2,PLAYSTATION_STORE_EXPLICIT_CREDIT | WIKIPEDIA_PS4_LIST,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_PS4_RELEASE,https://store.playstation.com/es-es/product/EP4356-CUSA05921_00-RIDE2FULLGAME000 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),Developed by Milestone SRL All rights reserved | La lista específica de PS4 atribuye el desarrollo a esta compañía.,No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-rugby-18,Rugby 18,PAL España,standard,rugby 18,rugby 18,GAME_OR_UNKNOWN,DEVELOPER,developer,EKO Software,eko-software,Eko Software | EKO Software,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK | GAME_WORK_OR_PS4_RELEASE,4,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4008-CUSA07761_00-EKORUGBY18SCEE00 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/627450 | https://www.wikidata.org/wiki/Q43154193,"developed by Eko Software | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-space-hulk-tactics,Space Hulk Tactics,PAL España,standard,space hulk tactics,space hulk tactics,GAME_OR_UNKNOWN,DEVELOPER,developer,Cyanide Studio,cyanide-studio,Cyanide Studio,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK,2,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM,https://store.playstation.com/es-es/product/EP4133-CUSA10360_00-SPACEHULKTACTICS | https://store.steampowered.com/app/492230,"developed by Cyanide Studio, published by Focus Home Interactive | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-terminator-2d-no-fate-day-one-edition,Terminator 2D No Fate [Day One Edition],PAL España,standard,terminator 2d no fate,terminator 2d no fate,EDITION_VARIANT,DEVELOPER,developer,Bitmap Bureau,bitmap-bureau,Bitmap Bureau Ltd | Bitmap Bureau,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4060-CUSA51101_00-T2DNFMAINGAMEPS4 | https://store.steampowered.com/app/1718460 | https://www.wikidata.org/wiki/Q132807990 | https://gamesdb.launchbox-app.com/games/details/466312,"Developed by Bitmap Bureau Ltd | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-the-unicorn-princess,The Unicorn Princess,PAL España,standard,the unicorn princess,the unicorn princess,GAME_OR_UNKNOWN,DEVELOPER,developer,Caipirinha Games,caipirinha-games,Caipirinha Games GmbH | Caipirinha Games,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK,2,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM,https://store.playstation.com/es-es/product/EP4008-CUSA16783_00-TUPSIEE000000000 | https://store.steampowered.com/app/970940,"Developed by Caipirinha Games GmbH | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-tt-isle-of-man-ride-on-the-edge-2,TT Isle of Man: Ride on the Edge 2,PAL España,standard,tt isle of man ride on the edge 2,tt isle of man ride on the edge 2,GAME_OR_UNKNOWN,DEVELOPER,developer,KT Racing,kt-racing,KT Racing,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK,2,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM,https://store.playstation.com/es-es/product/EP4008-CUSA17001_00-TT2SIEE000000000 | https://store.steampowered.com/app/1082180,"developed by KT Racing | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-until-dawn-rush-of-blood,Until Dawn Rush of Blood,PAL España,standard,until dawn rush of blood,until dawn rush of blood,GAME_OR_UNKNOWN,DEVELOPER,developer,SuperMassive Games Ltd.,supermassive-games,Supermassive Games | Supermassive Games Ltd,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | PS4_RELEASE,2,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_EXACT_PRODUCT_CREDIT | C_DISCOVERY,https://store.playstation.com/es-es/product/EP9000-CUSA02350_00-RUSHOFBLOOD00001 | https://gamesdb.launchbox-app.com/games/details/154179,Developed by Supermassive Games | Developed by Supermassive Games Ltd | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-wonder-boy-the-dragon%27s-trap,Wonder Boy: The Dragon's Trap,PAL España,standard,wonder boy the dragon s trap,wonder boy the dragon s trap,GAME_OR_UNKNOWN,DEVELOPER,developer,Lizardcube,lizardcube,Lizardcube,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIPEDIA_PS4_LIST,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP1470-CUSA06649_00-DOTWBDRAGONSTRAP | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/543260 | https://gamesdb.launchbox-app.com/games/details/149684,"Developed by Lizardcube | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-world-quiz,World Quiz,PAL España,standard,world quiz,world quiz,GAME_OR_UNKNOWN,DEVELOPER,developer,NYX Digital,nyx-digital,NYX DIGITAL LTD,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_EXACT_PRODUCT_CREDIT,https://store.playstation.com/es-es/product/EP4358-CUSA30199_00-WORLDQUIZEUR0000,Developed by NYX DIGITAL LTD,No propagar a ports o compilaciones sin comprobar sus créditos propios.
ps4-xeno-crisis,Xeno Crisis,PAL España,standard,xeno crisis,xeno crisis,GAME_OR_UNKNOWN,DEVELOPER,developer,Bitmap Bureau,bitmap-bureau,Bitmap Bureau Ltd | Bitmap Bureau,EXACT_NAME_OR_ALIAS,,ADD_MISSING,VERY_HIGH,YES,EXACT_PS4_PRODUCT | GAME_WORK | GAME_WORK_OR_PS4_RELEASE,4,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_EXACT_PRODUCT_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP2492-CUSA12045_00-XENOCRISIS000000 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/464260 | https://www.wikidata.org/wiki/Q104586761,"Developed by Bitmap Bureau Ltd | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.
